street_address,city,state,zip5,geocode_score,geocode_precision,latitude,longitude
"536 MERCER RD",PRINCETON,NJ,08540,0.965,range,40.33012,-74.677546
"3 HAMILTON AVE",PRINCETON,NJ,08540,0.772,street,40.355208,-74.653419
"40 VAN DYKE RD",PRINCETON,NJ,08540,0.965,range,40.371997,-74.641386
"64 SYCAMORE RD",PRINCETON,NJ,08540,0.965,range,40.349311,-74.639961
"60 WIGGINS ST 1",PRINCETON,NJ,08540,0.936,range,40.353496,-74.65663
"347 WENDOVER DR",PRINCETON,NJ,08540,0.965,range,40.35181,-74.69341
"347 WENDOVER DR",PRINCETON,NJ,08540,0.965,range,40.35181,-74.69341
"159 HICKORY CT",PRINCETON,NJ,08540,0.965,range,40.361956,-74.657303
"126 MOORE ST",PRINCETON,NJ,08540,0.965,range,40.355955,-74.656577
"226 DRAKES CORNER RD",PRINCETON,NJ,08540,0.965,range,40.370573,-74.705261
"656 PROSPECT AVE EXT",PRINCETON,NJ,08540,0.902,range,40.361767,-74.6283
"156 NEIL CT",PRINCETON,NJ,08540,0.965,range,40.330322,-74.685696
"347 PROSPECT AVE EXT",PRINCETON,NJ,08540,0.902,range,40.353531,-74.636821
"40 LINWOOD CIR",PRINCETON,NJ,08540,0.965,range,40.362756,-74.645027
"347 PROSPECT AVE EXT",PRINCETON,NJ,08540,0.902,range,40.353531,-74.636821
"76 HARRIS RD",PRINCETON,NJ,08540,0.965,range,40.35928,-74.660838
"207 MT LUCAS RD",PRINCETON,NJ,08540,0.892,range,40.368538,-74.661136
"202 EWING ST",PRINCETON,NJ,08540,0.965,range,40.358523,-74.650315
"202 EWING ST",PRINCETON,NJ,08540,0.965,range,40.358523,-74.650315
"55 PRINCE WILLIAM CT",PRINCETON,NJ,08540,0.965,range,40.356112,-74.635721
"265 HERRONTOWN RD",PRINCETON,NJ,08540,0.965,range,40.37724,-74.633538
"34 MERCER ST",PRINCETON,NJ,08540,0.965,range,40.346974,-74.664306
"121 RED HILL RD",PRINCETON,NJ,08540,0.965,range,40.366139,-74.665007
"54 REDDING CIR",PRINCETON,NJ,08540,0.965,range,40.372458,-74.65941
"321 NASSAU ST",PRINCETON,NJ,08540,0.965,range,40.353631,-74.646664
"179 BIRCH AVE",PRINCETON,NJ,08542,1.0,range,40.356029,-74.667473
"175 CLOVER LN",PRINCETON,NJ,08540,0.965,range,40.364394,-74.640739
"2 MAIDENHEAD RD",PRINCETON,NJ,08540,0.648,zip,40.363882,-74.64795
"30 CARNAHAN PL",PRINCETON,NJ,08540,0.965,range,40.359043,-74.662116
"179 LINDEN LN",PRINCETON,NJ,08540,0.965,range,40.360619,-74.652678
"188 HERRONTOWN RD",PRINCETON,NJ,08540,0.965,range,40.377119,-74.632722
"242 BULLOCK DR",PRINCETON,NJ,08540,0.965,range,40.326418,-74.684418
"280 GRIGGS DR",PRINCETON,NJ,08540,0.965,range,40.386631,-74.659228
"107 AUTUMN HILL RD",PRINCETON,NJ,08540,0.965,range,40.382581,-74.635416
"107 AUTUMN HILL RD",PRINCETON,NJ,08540,0.965,range,40.382581,-74.635416
"801 MT LUCAS RD",PRINCETON,NJ,08540,0.892,range,40.387136,-74.653162
"46 MARKHAM RD",PRINCETON,NJ,08540,0.965,range,40.353175,-74.642993
"51 PATTON AVE",PRINCETON,NJ,08540,0.965,range,40.351407,-74.646073
"13 CAMPBELL WOODS WAY",PRINCETON,NJ,08540,0.965,range,40.379673,-74.654588
"13 CAMPBELL WOODS WAY",PRINCETON,NJ,08540,0.965,range,40.379673,-74.654588
"14 MADISON ST",PRINCETON,NJ,08542,1.0,range,40.351913,-74.656551
"49 LONGVIEW DR",PRINCETON,NJ,08540,0.965,range,40.350713,-74.634349
"34 MAIDENHEAD RD",PRINCETON,NJ,08540,0.648,zip,40.363882,-74.64795
"162 SPRUCE ST",PRINCETON,NJ,08542,1.0,range,40.355325,-74.649682
"103 BALCORT DR",PRINCETON,NJ,08540,0.936,range,40.377819,-74.673281
"381 FRANKLIN AVE",PRINCETON,NJ,08540,0.612,street,40.06175,-74.260938
"150 SPRUCE ST 1",PRINCETON,NJ,08542,0.967,range,40.355254,-74.649861
"52 BAYARD LN",PRINCETON,NJ,08540,0.965,range,40.350999,-74.666271
"30 CASTLE HOWARD CT REAR",PRINCETON,NJ,08540,0.9,range,40.356731,-74.633826
"177 JEFFERSON RD",PRINCETON,NJ,08540,0.965,range,40.359559,-74.659476
"99 CROOKED TREE LN",PRINCETON,NJ,08540,0.965,range,40.380159,-74.634209
"23 PINE ST B",PRINCETON,NJ,08542,0.958,range,40.352863,-74.651039
"36 MOORE ST 2",PRINCETON,NJ,08542,0.963,range,40.353149,-74.655387
"31 CHESTNUT ST",PRINCETON,NJ,08542,1.0,range,40.353417,-74.652635
"11 RACE ST",PRINCETON,NJ,08542,1.0,range,40.356136,-74.667194
"4601 PROVINCELINE RD",PRINCETON,NJ,08540,0.965,range,40.345999,-74.70642
"4601 PROVINCELINE RD",PRINCETON,NJ,08540,0.965,range,40.345999,-74.70642
"50 BENJAMIN RUSH LN",PRINCETON,NJ,08540,0.965,range,40.329952,-74.685541
"240 LIBRARY PL",PRINCETON,NJ,08540,0.965,range,40.352105,-74.672025
"41 SPRING ST 2",PRINCETON,NJ,08542,0.967,range,40.351331,-74.658689
"40 LINWOOD CIR",PRINCETON,NJ,08540,0.965,range,40.362756,-74.645027
"103 BALCORT DR",PRINCETON,NJ,08540,0.936,range,40.377819,-74.673281
"3 LEAVITT LN",PRINCETON,NJ,08540,0.965,range,40.358717,-74.642748
"156 LAUREL RD",PRINCETON,NJ,08540,0.965,range,40.368965,-74.662299
"126 LEABROOK LN",PRINCETON,NJ,08540,0.965,range,40.366081,-74.645766
"126 LEABROOK LN",PRINCETON,NJ,08540,0.965,range,40.366081,-74.645766
"59 ETTL CIR",PRINCETON,NJ,08540,0.66,street,40.347757,-74.703025
"58 BIRCH AVE B",PRINCETON,NJ,08542,0.967,range,40.356885,-74.664245
"31 CHESTNUT ST",PRINCETON,NJ,08542,1.0,range,40.353417,-74.652635
"47 OLDEN LN",PRINCETON,NJ,08540,0.965,range,40.336639,-74.668923
"8 TURNER CT",PRINCETON,NJ,08540,0.965,range,40.362885,-74.663083
"2 LAUREL RD",PRINCETON,NJ,08540,0.965,range,40.364529,-74.663226
"219 VALLEY RD",PRINCETON,NJ,08540,0.965,range,40.363339,-74.656276
"30 OLD ORCHARD LN",PRINCETON,NJ,08540,0.965,range,40.386945,-74.656097
"18 EDGEHILL ST",PRINCETON,NJ,08540,0.965,range,40.344131,-74.667116
"644 CHERRY HILL RD",PRINCETON,NJ,08540,0.965,range,40.381563,-74.677557
"178 BIRCH AVE",PRINCETON,NJ,08542,1.0,range,40.356055,-74.667406
"14 TEE-ARR PL",PRINCETON,NJ,08540,0.929,range,40.359402,-74.647982
"18 TEE-ARR PL",PRINCETON,NJ,08540,0.929,range,40.359562,-74.648192
"18 EDGEHILL ST",PRINCETON,NJ,08540,0.965,range,40.344131,-74.667116
"41 ROBERT RD",PRINCETON,NJ,08540,0.965,range,40.354194,-74.639405
"175 HUN RD",PRINCETON,NJ,08540,0.965,range,40.338625,-74.68964
"429 PROSPECT AVE EXT",PRINCETON,NJ,08540,0.902,range,40.355542,-74.634209
"110 MOORE ST",PRINCETON,NJ,08540,0.965,range,40.355176,-74.656292
"53 MAPLE ST",PRINCETON,NJ,08542,1.0,range,40.354894,-74.65099
"56 ROBERT RD",PRINCETON,NJ,08540,0.965,range,40.353695,-74.639648
"412 FRANKLIN AVE",PRINCETON,NJ,08540,0.611,street,40.06175,-74.260938
"157 SHADYBROOK LN",PRINCETON,NJ,08540,0.965,range,40.370349,-74.630046
"6 FISHER AVE",PRINCETON,NJ,08540,0.965,range,40.358601,-74.646056
"18 TEE-ARR PL",PRINCETON,NJ,08540,0.929,range,40.359562,-74.648192
"4 MAIDENHEAD RD",PRINCETON,NJ,08540,0.648,zip,40.363882,-74.64795
"178 MOORE ST",PRINCETON,NJ,08540,0.965,range,40.357591,-74.657347
"4553 PROVINCELINE RD",PRINCETON,NJ,08540,0.965,range,40.331817,-74.702403
"36 HUMBERT ST",PRINCETON,NJ,08542,1.0,range,40.353491,-74.658198
"80 NASSAU ST 3A",PRINCETON,NJ,08542,0.941,range,40.349548,-74.660353
"11 RACE ST",PRINCETON,NJ,08542,1.0,range,40.356136,-74.667194
"372 S STANWORTH DR",PRINCETON,NJ,08540,0.965,range,40.353497,-74.666744
"147 JEFFERSON RD",PRINCETON,NJ,08540,0.965,range,40.358647,-74.659176
"61 CLEVELAND LN",PRINCETON,NJ,08540,0.965,range,40.351512,-74.672802
"180 JEFFERSON RD",PRINCETON,NJ,08540,0.965,range,40.359712,-74.659526
"4553 PROVINCELINE RD",PRINCETON,NJ,08540,0.965,range,40.331817,-74.702403
"13 LAWRENCE DR 104",PRINCETON,NJ,08540,0.74,range,40.359402,-74.647982
"0 BUTLER AVE 406A",PRINCETON,NJ,08540,0.56,street,40.346647,-74.63994
"28 LEIGH AVE B",PRINCETON,NJ,08542,0.967,range,40.356329,-74.663768
"720 PROSPECT AVE EXT",PRINCETON,NJ,08540,0.902,range,40.363335,-74.627479
"720 PROSPECT AVE EXT",PRINCETON,NJ,08540,0.902,range,40.363335,-74.627479
"6 LAWRENCE DR 106",PRINCETON,NJ,08540,0.74,range,40.359082,-74.647796
"31 POE RD",PRINCETON,NJ,08540,0.965,range,40.365588,-74.629149
"233 S HARRISON ST",PRINCETON,NJ,08540,0.965,range,40.347834,-74.640884
"233 S HARRISON ST",PRINCETON,NJ,08540,0.965,range,40.347834,-74.640884
"126 MEADOWBROOK DR",PRINCETON,NJ,08540,0.965,range,40.370174,-74.644026
"644 CHERRY HILL RD",PRINCETON,NJ,08540,0.965,range,40.381563,-74.677557
"296 SHADYBROOK LN",PRINCETON,NJ,08540,0.965,range,40.367459,-74.63461
"296 SHADYBROOK LN",PRINCETON,NJ,08540,0.965,range,40.367459,-74.63461
"6 JAMES CT",PRINCETON,NJ,08540,0.965,range,40.355668,-74.677014
"191 SNOWDEN LN",PRINCETON,NJ,08540,0.965,range,40.362345,-74.64356
"476 CHRISTOPHER DR",PRINCETON,NJ,08540,0.965,range,40.351502,-74.704641
"78 JEFFERSON RD",PRINCETON,NJ,08540,0.965,range,40.355895,-74.657951
"260 SNOWDEN LN",PRINCETON,NJ,08540,0.965,range,40.364771,-74.642278
"40 CALDWELL DR",PRINCETON,NJ,08540,0.965,range,40.375039,-74.630142
"105 MONTADALE DR",PRINCETON,NJ,08540,0.965,range,40.374225,-74.668961
"41 WITTMER CT",PRINCETON,NJ,08540,0.965,range,40.368537,-74.633128
"33 CLEVELAND LN",PRINCETON,NJ,08540,0.965,range,40.35178,-74.66997
"616 PRINCETON-KINGSTON RD",PRINCETON,NJ,08540,0.965,range,40.359406,-74.633823
"616 PRINCETON-KINGSTON RD",PRINCETON,NJ,08540,0.965,range,40.359406,-74.633823
"125 JOHN ST",PRINCETON,NJ,08542,1.0,range,40.352269,-74.663111
"48 CAMERON CT",PRINCETON,NJ,08540,0.965,range,40.3564,-74.646757
"211 WINANT RD",PRINCETON,NJ,08540,0.965,range,40.338428,-74.683291
"2 LAUREL RD",PRINCETON,NJ,08540,0.965,range,40.364529,-74.663226
"300 ELM RD 202",PRINCETON,NJ,08540,0.855,range,40.352522,-74.679184
"31 RANDALL RD",PRINCETON,NJ,08540,0.965,range,40.366414,-74.647088
"33 JUNIPER ROW",PRINCETON,NJ,08540,0.965,range,40.376001,-74.651523
"695 LAWRENCEVILLE RD",PRINCETON,NJ,08540,0.965,range,40.33219,-74.684854
"44 GREENBRIER ROW",PRINCETON,NJ,08540,0.943,range,40.376691,-74.650236
"27 RUNNING CEDAR RD",PRINCETON,NJ,08540,0.777,range,40.354516,-74.64162
"36 CRESTVIEW DR",PRINCETON,NJ,08540,0.965,range,40.371407,-74.669945
"46 BENJAMIN RUSH LN",PRINCETON,NJ,08540,0.965,range,40.33,-74.685609
"167 GRIGGS DR",PRINCETON,NJ,08540,0.965,range,40.386286,-74.661897
"47 WINFIELD RD",PRINCETON,NJ,08540,0.965,range,40.353908,-74.683618
"35 EDGEHILL ST",PRINCETON,NJ,08540,0.965,range,40.344492,-74.66736
"3 HAMILTON AVE",PRINCETON,NJ,08540,0.772,street,40.355208,-74.653419
"76 PRINCE WILLIAM CT",PRINCETON,NJ,08540,0.965,range,40.356512,-74.636154
"74 WOODLAND DR",PRINCETON,NJ,08540,0.965,range,40.370818,-74.664328
"20 WORTHS MILL LN",PRINCETON,NJ,08540,0.965,range,40.323733,-74.685352
"50 LINWOOD CIR",PRINCETON,NJ,08540,0.965,range,40.362732,-74.645308
"91 PHILIP DR",PRINCETON,NJ,08540,0.933,range,40.353296,-74.63177
"381 FRANKLIN AVE",PRINCETON,NJ,08540,0.612,street,40.06175,-74.260938
"575 SNOWDEN LN",PRINCETON,NJ,08540,0.965,range,40.374147,-74.638428
"65 PALMER SQUARE WEST",PRINCETON,NJ,08542,1.0,range,40.349881,-74.661772
"33 JEFFERSON RD",PRINCETON,NJ,08540,0.965,range,40.353942,-74.656922
"176 N STANWORTH DR",PRINCETON,NJ,08540,0.965,range,40.355343,-74.665886
"44 QUAKER RD",PRINCETON,NJ,08540,0.965,range,40.331982,-74.681223
"604 PRINCETON-KINGSTON RD",PRINCETON,NJ,08540,0.965,range,40.359013,-74.634407
"34 JUNIPER ROW",PRINCETON,NJ,08540,0.965,range,40.375996,-74.651523
"164 GROVER AVE",PRINCETON,NJ,08540,0.965,range,40.365,-74.648546
"59 STETSON WAY",PRINCETON,NJ,08540,0.965,range,40.319363,-74.688737
"83 RIVERSIDE DR",PRINCETON,NJ,08540,0.843,range,40.353931,-74.637275
"134 SYCAMORE RD",PRINCETON,NJ,08540,0.965,range,40.351112,-74.636663
"156 LAUREL RD",PRINCETON,NJ,08540,0.965,range,40.368965,-74.662299
"448 CHERRY HILL RD",PRINCETON,NJ,08540,0.965,range,40.375498,-74.675146
"21 BUTTERNUT ROW",PRINCETON,NJ,08540,0.965,range,40.377866,-74.651339
"10 LAMBERT DR",PRINCETON,NJ,08540,0.965,range,40.34056,-74.698666
"151 LIBRARY PL",PRINCETON,NJ,08540,0.965,range,40.349626,-74.670201
"38 TEE-ARR PL",PRINCETON,NJ,08540,0.929,range,40.360064,-74.648489
"32 W CONSTITUTION HILL",PRINCETON,NJ,08540,0.931,range,40.346091,-74.678628
"120 GROVER AVE",PRINCETON,NJ,08540,0.965,range,40.363974,-74.647596
"52 PATTON AVE",PRINCETON,NJ,08540,0.965,range,40.351429,-74.646013
"63 VALLEY RD",PRINCETON,NJ,08540,0.965,range,40.361865,-74.662055
"24 W CONSTITUTION HILL",PRINCETON,NJ,08540,0.931,range,40.346668,-74.678857
"63 VALLEY RD",PRINCETON,NJ,08540,0.965,range,40.361865,-74.662055
"44 MORGAN PL",PRINCETON,NJ,08540,0.965,range,40.356007,-74.672891
"147 WILSON RD",PRINCETON,NJ,08540,0.868,street,40.353459,-74.675125
"9 MORGAN PL",PRINCETON,NJ,08540,0.965,range,40.356442,-74.673078
"9 MORGAN PL",PRINCETON,NJ,08540,0.965,range,40.356442,-74.673078
"50 RIVER RD",PRINCETON,NJ,08540,0.882,range,40.375282,-74.621332
"775 MT LUCAS RD 326",PRINCETON,NJ,08540,0.819,range,40.386653,-74.653872
"1 MARKHAM RD 2B",PRINCETON,NJ,08540,0.912,range,40.354466,-74.643945
"417 HERRONTOWN RD",PRINCETON,NJ,08540,0.965,range,40.378057,-74.636673
"932 LAWRENCEVILLE RD",PRINCETON,NJ,08540,0.965,range,40.326404,-74.693349
"52 BAYARD LN",PRINCETON,NJ,08540,0.965,range,40.350999,-74.666271
"89 MEADOWBROOK DR",PRINCETON,NJ,08540,0.965,range,40.370294,-74.644171
"1 NEWLIN RD",PRINCETON,NJ,08540,0.965,range,40.335477,-74.663406
"513 BRICKHOUSE RD",PRINCETON,NJ,08540,0.965,range,40.329423,-74.68396
"33 ALL SAINTS RD",PRINCETON,NJ,08540,0.965,range,40.373043,-74.643598
"207 JOHN ST",PRINCETON,NJ,08542,1.0,range,40.354555,-74.664099
"55 HARRISON ST",PRINCETON,NJ,08540,0.965,range,40.352306,-74.644292
"64 CALDWELL DR",PRINCETON,NJ,08540,0.965,range,40.37584,-74.630156
"223 SNOWDEN LN",PRINCETON,NJ,08540,0.965,range,40.363567,-74.642977
"203 SPRUCE CIR",PRINCETON,NJ,08540,0.965,range,40.355835,-74.647432
"111 RIDGEVIEW CIR",PRINCETON,NJ,08540,0.965,range,40.377063,-74.688483
"231 BROOKSTONE DR",PRINCETON,NJ,08540,0.965,range,40.351557,-74.691055
"101 ADAMS DR",PRINCETON,NJ,08540,0.965,range,40.357036,-74.627717
"63 VAN DYKE RD",PRINCETON,NJ,08540,0.965,range,40.372071,-74.640515
"498 ROSEDALE RD",PRINCETON,NJ,08540,0.965,range,40.344456,-74.696917
"63 HARRISON ST",PRINCETON,NJ,08540,0.965,range,40.352018,-74.644125
"94 FAIRWAY DR",PRINCETON,NJ,08540,0.965,range,40.346306,-74.694789
"154 BAYARD LN",PRINCETON,NJ,08540,0.965,range,40.354853,-74.669119
"45 CHESTNUT ST",PRINCETON,NJ,08542,1.0,range,40.354109,-74.652825
"204 S HARRISON ST",PRINCETON,NJ,08540,0.965,range,40.348973,-74.641741
"204 S HARRISON ST",PRINCETON,NJ,08540,0.965,range,40.348973,-74.641741
"43 PALMER SQUARE WEST E",PRINCETON,NJ,08542,0.971,range,40.350185,-74.661876
"660 LAKE DR",PRINCETON,NJ,08540,0.965,range,40.351527,-74.629149
"73 LEAVITT LN",PRINCETON,NJ,08540,0.965,range,40.360485,-74.64419
"541 LAKE DR",PRINCETON,NJ,08540,0.965,range,40.347589,-74.630235
"541 LAKE DR",PRINCETON,NJ,08540,0.965,range,40.347589,-74.630235
"176 HIGHLAND TERR",PRINCETON,NJ,08540,0.965,range,40.374382,-74.690191
"176 HIGHLAND TERR",PRINCETON,NJ,08540,0.965,range,40.374382,-74.690191
"72 MASON DR",PRINCETON,NJ,08540,0.965,range,40.355284,-74.63109
"178 TERHUNE RD",PRINCETON,NJ,08540,0.965,range,40.36474,-74.658391
"34 MORGAN PL",PRINCETON,NJ,08540,0.965,range,40.356134,-74.672946
"11 E CONSTITUTION HILL",PRINCETON,NJ,08540,0.931,range,40.3468,-74.678924
"231 SNOWDEN LN",PRINCETON,NJ,08540,0.965,range,40.363829,-74.642872
"155 EWING ST",PRINCETON,NJ,08540,0.965,range,40.357723,-74.649828
"24 PINE ST",PRINCETON,NJ,08542,1.0,range,40.352874,-74.651042
"24 PINE ST",PRINCETON,NJ,08542,1.0,range,40.352874,-74.651042
"160 PROSPECT AVE",PRINCETON,NJ,08540,0.965,range,40.350292,-74.645876
"209 MOORE ST",PRINCETON,NJ,08540,0.965,range,40.358812,-74.657738
"395 WENDOVER DR",PRINCETON,NJ,08540,0.965,range,40.350974,-74.693793
"395 WENDOVER DR",PRINCETON,NJ,08540,0.965,range,40.350974,-74.693793
"1 MARKHAM RD 2B",PRINCETON,NJ,08540,0.912,range,40.354466,-74.643945
"390 GALLUP RD",PRINCETON,NJ,08540,0.965,range,40.320391,-74.686368
"84 WILSON RD",PRINCETON,NJ,08540,0.965,range,40.35435,-74.669883
"17 ARMOUR RD",PRINCETON,NJ,08540,0.965,range,40.345527,-74.670523
"48 W CONSTITUTION HILL",PRINCETON,NJ,08540,0.931,range,40.344974,-74.678985
"422 SNOWDEN LN",PRINCETON,NJ,08540,0.965,range,40.369375,-74.640211
"42 LAFAYETTE RD",PRINCETON,NJ,08540,0.965,range,40.350856,-74.673451
"136 RIVERSIDE DR",PRINCETON,NJ,08540,0.965,range,40.353147,-74.63659
"119 WESTCOTT RD",PRINCETON,NJ,08540,0.965,range,40.351932,-74.67625
"95 HERRONTOWN LN",PRINCETON,NJ,08540,0.965,range,40.385495,-74.643223
"120 JEFFERSON RD",PRINCETON,NJ,08540,0.965,range,40.357427,-74.658642
"96 DEMPSEY AVE",PRINCETON,NJ,08540,0.965,range,40.366924,-74.659969
"37 GREENBRIER ROW",PRINCETON,NJ,08540,0.943,range,40.376716,-74.650278
"381 MERCER RD",PRINCETON,NJ,08540,0.965,range,40.335529,-74.673245
"34 MORGAN PL",PRINCETON,NJ,08540,0.965,range,40.356134,-74.672946
"775 MT LUCAS RD 201",PRINCETON,NJ,08540,0.819,range,40.386653,-74.653872
"783 GREAT RD",PRINCETON,NJ,08540,0.965,range,40.364688,-74.68926
"323 BRICKHOUSE RD",PRINCETON,NJ,08540,0.965,range,40.330303,-74.68397
"944 LAWRENCEVILLE RD",PRINCETON,NJ,08540,0.965,range,40.326155,-74.693583
"9 LESLIE CT",PRINCETON,NJ,08540,0.965,range,40.339813,-74.677953
"9 LESLIE CT",PRINCETON,NJ,08540,0.965,range,40.339813,-74.677953
"70 DODDS LN",PRINCETON,NJ,08540,0.965,range,40.369389,-74.635852
"2 PURITAN CT",PRINCETON,NJ,08540,0.965,range,40.354915,-74.692818
"68 MOUNTAIN AVE",PRINCETON,NJ,08540,0.965,range,40.356689,-74.672433
"136 JEFFERSON RD",PRINCETON,NJ,08540,0.965,range,40.358241,-74.65894
"106 SNOWDEN LN",PRINCETON,NJ,08540,0.843,range,40.359637,-74.64178
"21 BANK ST",PRINCETON,NJ,08542,1.0,range,40.349045,-74.66318
"11 WORTHS MILL LN",PRINCETON,NJ,08540,0.965,range,40.323688,-74.685416
"90 DEMPSEY AVE",PRINCETON,NJ,08540,0.965,range,40.366791,-74.659927
"246 JEFFERSON RD",PRINCETON,NJ,08540,0.965,range,40.362005,-74.659852
"300 ELM RD 104",PRINCETON,NJ,08540,0.855,range,40.352522,-74.679184
"953 GREAT RD",PRINCETON,NJ,08540,0.965,range,40.369278,-74.69502
"32 BERTRAND DR",PRINCETON,NJ,08540,0.965,range,40.37283,-74.633887
"140 SNOWDEN LN",PRINCETON,NJ,08540,0.868,street,40.360763,-74.642921
"174 SPRINGDALE RD",PRINCETON,NJ,08540,0.965,range,40.336183,-74.664063
"314 BRICKHOUSE RD",PRINCETON,NJ,08540,0.965,range,40.330216,-74.683947
"145 MANSGROVE RD",PRINCETON,NJ,08540,0.965,range,40.36864,-74.663094
"126 VALLEY RD",PRINCETON,NJ,08540,0.965,range,40.362589,-74.659358
"58 VALLEY RD",PRINCETON,NJ,08540,0.965,range,40.361796,-74.662553
"37 BANK ST 1ST FL",PRINCETON,NJ,08542,0.902,range,40.349273,-74.663322
"575 SNOWDEN LN",PRINCETON,NJ,08540,0.965,range,40.374147,-74.638428
"30 BANK ST 1",PRINCETON,NJ,08542,0.958,range,40.349168,-74.663268
"25 CUYLER RD",PRINCETON,NJ,08540,0.965,range,40.366071,-74.660743
"25 CUYLER RD",PRINCETON,NJ,08540,0.965,range,40.366071,-74.660743
"253 HERRONTOWN RD",PRINCETON,NJ,08540,0.965,range,40.377227,-74.633405
"253 HERRONTOWN RD",PRINCETON,NJ,08540,0.965,range,40.377227,-74.633405
"31 GOVERNORS LN",PRINCETON,NJ,08540,0.965,range,40.369612,-74.649051
"40 SPRINGDALE RD",PRINCETON,NJ,08540,0.868,street,40.341042,-74.668071
"350 RIVERSIDE DR",PRINCETON,NJ,08540,0.965,range,40.354483,-74.629618
"350 RIVERSIDE DR",PRINCETON,NJ,08540,0.965,range,40.354483,-74.629618
"276 NASSAU ST 3",PRINCETON,NJ,08540,0.933,range,40.352817,-74.649312
"72 BALCORT DR",PRINCETON,NJ,08540,0.936,range,40.377662,-74.674426
"145 SPRUCE ST",PRINCETON,NJ,08542,1.0,range,40.355228,-74.649927
"113 MAGNOLIA LN",PRINCETON,NJ,08540,0.965,range,40.365839,-74.637944
"210 LINDEN LN",PRINCETON,NJ,08540,0.965,range,40.360943,-74.6529
"208 LAUREL CIR",PRINCETON,NJ,08540,0.965,range,40.37108,-74.661482
"70 ALEXANDER ST",PRINCETON,NJ,08540,0.868,street,40.344331,-74.661889
"71 MORAN AVE",PRINCETON,NJ,08540,0.803,range,40.370341,-74.626509
"92 BROOKSTONE DR",PRINCETON,NJ,08540,0.965,range,40.346934,-74.691116
"93 BATTLE RD",PRINCETON,NJ,08540,0.965,range,40.335624,-74.670453
"137 VALLEY RD",PRINCETON,NJ,08540,0.965,range,40.362712,-74.658985
"246 JEFFERSON RD",PRINCETON,NJ,08540,0.965,range,40.362005,-74.659852
"137 VALLEY RD",PRINCETON,NJ,08540,0.965,range,40.362712,-74.658985
"257 MOORE ST",PRINCETON,NJ,08540,0.965,range,40.361056,-74.659078
"64 MACLEAN CIR",PRINCETON,NJ,08540,0.965,range,40.3469,-74.634705
"137 HICKORY CT",PRINCETON,NJ,08540,0.965,range,40.361995,-74.65718
"101 ADAMS DR",PRINCETON,NJ,08540,0.965,range,40.357036,-74.627717
"64 MACLEAN CIR",PRINCETON,NJ,08540,0.965,range,40.3469,-74.634705
"24 CAMERON CT",PRINCETON,NJ,08540,0.965,range,40.356043,-74.646407
"246 HAWTHORNE AVE",PRINCETON,NJ,08540,0.965,range,40.357072,-74.649768
"106 LEABROOK LN",PRINCETON,NJ,08540,0.965,range,40.365417,-74.645818
"140 HUN RD",PRINCETON,NJ,08540,0.965,range,40.339201,-74.690693
"29 CLEVELAND LN",PRINCETON,NJ,08540,0.965,range,40.351816,-74.669775
"774 PRINCETON-KINGSTON RD",PRINCETON,NJ,08540,0.965,range,40.364021,-74.628651
"519 EWING ST",PRINCETON,NJ,08540,0.965,range,40.367113,-74.65678
"300 ELM RD 209",PRINCETON,NJ,08540,0.855,range,40.352522,-74.679184
"18 HUMBERT ST",PRINCETON,NJ,08542,1.0,range,40.353258,-74.658014
"18 HUMBERT ST",PRINCETON,NJ,08542,1.0,range,40.353258,-74.658014
"619 LAWRENCEVILLE RD",PRINCETON,NJ,08540,0.965,range,40.333063,-74.682124
"248 CARRIAGE WAY",PRINCETON,NJ,08540,0.965,range,40.326678,-74.689448
"107 WORTHS MILL LN",PRINCETON,NJ,08540,0.965,range,40.323182,-74.686487
"55 GOVERNORS LN",PRINCETON,NJ,08540,0.965,range,40.369783,-74.650292
"92 BROOKSTONE DR S-2",PRINCETON,NJ,08540,0.923,range,40.346934,-74.691116
"122 PATTON AVE",PRINCETON,NJ,08540,0.965,range,40.352331,-74.643048
"197 MOORE ST",PRINCETON,NJ,08540,0.965,range,40.358404,-74.657607
"200 MT LUCAS RD",PRINCETON,NJ,08540,0.892,range,40.368327,-74.661244
"107 SNOWDEN LN",PRINCETON,NJ,08540,0.965,range,40.359671,-74.641801
"9 ADAMS DR",PRINCETON,NJ,08540,0.965,range,40.356189,-74.62923
"107 SNOWDEN LN",PRINCETON,NJ,08540,0.965,range,40.359671,-74.641801
"34 CARNAHAN PL",PRINCETON,NJ,08540,0.965,range,40.359193,-74.662167
"137 HICKORY CT",PRINCETON,NJ,08540,0.965,range,40.361995,-74.65718
"87 BATTLE RD",PRINCETON,NJ,08540,0.965,range,40.33592,-74.670175
"126 VALLEY RD",PRINCETON,NJ,08540,0.965,range,40.362589,-74.659358
"46 HERRONTOWN CIR",PRINCETON,NJ,08540,0.965,range,40.376693,-74.634356
"622 PRINCETON-KINGSTON RD",PRINCETON,NJ,08540,0.965,range,40.359605,-74.63361
"87 BATTLE RD",PRINCETON,NJ,08540,0.965,range,40.33592,-74.670175
"150 CLEVELAND LN",PRINCETON,NJ,08540,0.965,range,40.376507,-74.596814
"10 PRESERVATION PL A",PRINCETON,NJ,08540,0.473,street,40.116147,-74.79153
"12 PARK PL",PRINCETON,NJ,08542,1.0,range,40.35152,-74.65728
"18 ROLLINGMEAD",PRINCETON,NJ,08540,0.92,range,40.358875,-74.640756
