RowID,Block,Lot,Zone,AcreageInFractions,AddressNumber,StreetWithoutNumber,ClustrZone,HPC,Conforming,C1,Boro,CleanNumber,Residential,Fixups,FullAddress,geocode_score,geocode_precision,latitude,longitude
2555,32.12,17,R-3,0.16,29,GORDON WAY,,FALSE,FALSE,,yes,29,Y,,"29 Gordon Way,Princeton,NJ",0.965,range,40.356092,-74.645404
2556,32.12,25,R-3,0.16,49,GORDON WAY,,FALSE,FALSE,,yes,49,Y,,"49 Gordon Way,Princeton,NJ",0.965,range,40.355987,-74.645338
2557,32.12,19,R-3,0.16,35,GORDON WAY,,FALSE,FALSE,,yes,35,Y,,"35 Gordon Way,Princeton,NJ",0.965,range,40.356061,-74.645384
2558,32.12,13,R-3,0.16,19,GORDON WAY,,FALSE,FALSE,,yes,19,Y,,"19 Gordon Way,Princeton,NJ",0.965,range,40.356374,-74.645692
2560,32.12,11,R-3,0.16,15,GORDON WAY,,FALSE,FALSE,,yes,15,Y,,"15 Gordon Way,Princeton,NJ",0.965,range,40.356515,-74.645781
2561,32.12,10,R-3,0.16,13,GORDON WAY,,FALSE,FALSE,,yes,13,Y,,"13 Gordon Way,Princeton,NJ",0.965,range,40.356586,-74.645826
2562,32.12,14,R-3,0.16,23,GORDON WAY,,FALSE,FALSE,,yes,23,Y,,"23 Gordon Way,Princeton,NJ",0.965,range,40.356233,-74.645604
2563,32.12,20,R-3,0.16,37,GORDON WAY,,FALSE,FALSE,,yes,37,Y,,"37 Gordon Way,Princeton,NJ",0.965,range,40.35605,-74.645378
2564,32.12,22,R-3,0.16,43,GORDON WAY,,FALSE,FALSE,,yes,43,Y,,"43 Gordon Way,Princeton,NJ",2,Parcel,40.35561161,-74.64469887
2567,5601,14.0007,CLU,0.3,7,GOVERNORS LN,Townhouse,FALSE,TRUE,,,7,N,,"07 Governors Lane,Princeton,NJ",2,Parcel,40.37028066,-74.6493563
2568,5601,14.0004,CLU,0.3,4,GOVERNORS LN,Townhouse,FALSE,TRUE,,,4,N,,"04 Governors Lane,Princeton,NJ",2,Parcel,40.37007324,-74.64938783
2569,5601,14.0008,CLU,0.3,8,GOVERNORS LN,Townhouse,FALSE,TRUE,,,8,N,,"08 Governors Lane,Princeton,NJ",2,Parcel,40.37041187,-74.6494108
2570,5601,14.0005,CLU,0.3,5,GOVERNORS LN,Townhouse,FALSE,TRUE,,,5,N,,"05 Governors Lane,Princeton,NJ",2,Parcel,40.37014721,-74.64942556
2571,5601,14.0006,CLU,0.3,6,GOVERNORS LN,Townhouse,FALSE,TRUE,,,6,N,,"06 Governors Lane,Princeton,NJ",2,Parcel,40.37021398,-74.64941687
2572,5601,14.0003,CLU,0.3,3,GOVERNORS LN,Townhouse,FALSE,TRUE,,,3,N,,"03 Governors Lane,Princeton,NJ",2,Parcel,40.36995112,-74.6494767
2574,5601,14.004,CLU,0.3,40,GOVERNORS LN,Townhouse,FALSE,TRUE,,,40,N,,"40 Governors Lane,Princeton,NJ",0.965,range,40.369469,-74.649483
2576,5601,14.0047,CLU,0.3,47,GOVERNORS LN,Townhouse,FALSE,TRUE,,,47,N,,"47 Governors Lane,Princeton,NJ",0.965,range,40.369534,-74.649935
2577,5601,14.0046,CLU,0.3,46,GOVERNORS LN,Townhouse,FALSE,TRUE,,,46,N,,"46 Governors Lane,Princeton,NJ",2,Parcel,40.37174146,-74.65122865
2578,5601,14.0045,CLU,0.3,45,GOVERNORS LN,Townhouse,FALSE,TRUE,,,45,N,,"45 Governors Lane,Princeton,NJ",0.965,range,40.369496,-74.649829
2579,5601,14.0044,CLU,0.3,44,GOVERNORS LN,Townhouse,FALSE,TRUE,,,44,N,,"44 Governors Lane,Princeton,NJ",2,Parcel,40.37159746,-74.65119953
2580,5601,14.0043,CLU,0.3,43,GOVERNORS LN,Townhouse,FALSE,TRUE,,,43,N,,"43 Governors Lane,Princeton,NJ",2,Parcel,40.37147732,-74.65128834
2581,5601,14.0033,CLU,0.3,33,GOVERNORS LN,Townhouse,FALSE,TRUE,,,33,N,,"33 Governors Lane,Princeton,NJ",0.965,range,40.369569,-74.64913
2583,5601,14.0051,CLU,0.3,51,GOVERNORS LN,Townhouse,FALSE,TRUE,,,51,N,,"51 Governors Lane,Princeton,NJ",2,Parcel,40.37214445,-74.65119487
2584,5601,14.0039,CLU,0.3,39,GOVERNORS LN,Townhouse,FALSE,TRUE,,,39,N,,"39 Governors Lane,Princeton,NJ",2,Parcel,40.37125742,-74.65067004
2586,5601,14.0037,CLU,0.3,37,GOVERNORS LN,Townhouse,FALSE,TRUE,,,37,N,,"37 Governors Lane,Princeton,NJ",2,Parcel,40.37106703,-74.65077
2587,5601,14.0036,CLU,0.3,36,GOVERNORS LN,Townhouse,FALSE,TRUE,,,36,N,,"36 Governors Lane,Princeton,NJ",2,Parcel,40.37099273,-74.65073187
2588,5601,14.0035,CLU,0.3,35,GOVERNORS LN,Townhouse,FALSE,TRUE,,,35,N,,"35 Governors Lane,Princeton,NJ",0.965,range,40.369525,-74.649208
2589,5601,14.0034,CLU,0.3,34,GOVERNORS LN,Townhouse,FALSE,TRUE,,,34,N,,"34 Governors Lane,Princeton,NJ",0.965,range,40.369569,-74.64913
2590,5601,14.0042,CLU,0.3,42,GOVERNORS LN,Townhouse,FALSE,TRUE,,,42,N,,"42 Governors Lane,Princeton,NJ",0.965,range,40.369463,-74.6496
2591,5601,14.006,CLU,0.3,60,GOVERNORS LN,Townhouse,FALSE,TRUE,,,60,N,,"60 Governors Lane,Princeton,NJ",2,Parcel,40.37191703,-74.65166656
2592,5601,14.0001,CLU,0.3,1,GOVERNORS LN,Townhouse,FALSE,TRUE,,,1,N,,"01 Governors Lane,Princeton,NJ",2,Parcel,40.36979991,-74.64953564
2593,5601,14.0002,CLU,0.3,2,GOVERNORS LN,Townhouse,FALSE,TRUE,,,2,N,,"02 Governors Lane,Princeton,NJ",2,Parcel,40.36988153,-74.64948453
2594,5601,14.0066,CLU,0.3,66,GOVERNORS LN,Townhouse,FALSE,TRUE,,,66,N,,"66 Governors Lane,Princeton,NJ",2,Parcel,40.37171977,-74.65212286
2595,5601,14.0065,CLU,0.3,65,GOVERNORS LN,Townhouse,FALSE,TRUE,,,65,N,,"65 Governors Lane,Princeton,NJ",0.965,range,40.370076,-74.650554
2597,5601,14.0063,CLU,0.3,63,GOVERNORS LN,Townhouse,FALSE,TRUE,,,63,N,,"63 Governors Lane,Princeton,NJ",2,Parcel,40.37217562,-74.65155702
2598,5601,14.0049,CLU,0.3,49,GOVERNORS LN,Townhouse,FALSE,TRUE,,,49,N,,"49 Governors Lane,Princeton,NJ",2,Parcel,40.37194467,-74.65114994
2599,5601,14.0061,CLU,0.3,61,GOVERNORS LN,Townhouse,FALSE,TRUE,,,61,N,,"61 Governors Lane,Princeton,NJ",2,Parcel,40.37198613,-74.651657
2601,5601,14.0059,CLU,0.3,59,GOVERNORS LN,Townhouse,FALSE,TRUE,,,59,N,,"59 Governors Lane,Princeton,NJ",0.965,range,40.369856,-74.650357
2604,5601,14.0056,CLU,0.3,56,GOVERNORS LN,Townhouse,FALSE,TRUE,,,56,N,,"56 Governors Lane,Princeton,NJ",0.965,range,40.369783,-74.650292
2608,5601,14.0062,CLU,0.3,62,GOVERNORS LN,Townhouse,FALSE,TRUE,,,62,N,,"62 Governors Lane,Princeton,NJ",0.965,range,40.36993,-74.650423
2609,5601,14.0019,CLU,0.3,19,GOVERNORS LN,Townhouse,FALSE,TRUE,,,19,N,,"19 Governors Lane,Princeton,NJ",0.965,range,40.369818,-74.648499
2610,5601,14.0011,CLU,0.3,11,GOVERNORS LN,Townhouse,FALSE,TRUE,,,11,N,,"11 Governors Lane,Princeton,NJ",0.965,range,40.369744,-74.648033
2611,5601,14.0055,CLU,0.3,55,GOVERNORS LN,Townhouse,FALSE,TRUE,,,55,N,,"55 Governors Lane,Princeton,NJ",0.965,range,40.369783,-74.650292
2612,5601,14.0012,CLU,0.3,12,GOVERNORS LN,Townhouse,FALSE,TRUE,,,12,N,,"12 Governors Lane,Princeton,NJ",0.965,range,40.369744,-74.648033
2613,5601,14.0013,CLU,0.3,13,GOVERNORS LN,Townhouse,FALSE,TRUE,,,13,N,,"13 Governors Lane,Princeton,NJ",2,Parcel,40.36998141,-74.64983977
2615,5601,14.0015,CLU,0.3,15,GOVERNORS LN,Townhouse,FALSE,TRUE,,,15,N,,"15 Governors Lane,Princeton,NJ",0.965,range,40.369815,-74.648256
2616,5601,14.0016,CLU,0.3,16,GOVERNORS LN,Townhouse,FALSE,TRUE,,,16,N,,"16 Governors Lane,Princeton,NJ",0.965,range,40.369815,-74.648256
2618,5601,14.001,CLU,0.3,10,GOVERNORS LN,Townhouse,FALSE,TRUE,,,10,N,,"10 Governors Lane,Princeton,NJ",2,Parcel,40.37057093,-74.64942508
2619,5601,14.0018,CLU,0.3,18,GOVERNORS LN,Townhouse,FALSE,TRUE,,,18,N,,"18 Governors Lane,Princeton,NJ",2,Parcel,40.37044426,-74.64977278
2621,5601,14.0025,CLU,0.3,25,GOVERNORS LN,Townhouse,FALSE,TRUE,,,25,N,,"25 Governors Lane,Princeton,NJ",0.965,range,40.369703,-74.648837
2622,5601,14.0031,CLU,0.3,31,GOVERNORS LN,Townhouse,FALSE,TRUE,,,31,N,,"31 Governors Lane,Princeton,NJ",0.965,range,40.369612,-74.649051
2623,5601,14.003,CLU,0.3,30,GOVERNORS LN,Townhouse,FALSE,TRUE,,,30,N,,"30 Governors Lane,Princeton,NJ",2,Parcel,40.37131525,-74.65033164
2624,5601,14.0029,CLU,0.3,29,GOVERNORS LN,Townhouse,FALSE,TRUE,,,29,N,,"29 Governors Lane,Princeton,NJ",2,Parcel,40.37122618,-74.65030787
2625,5601,14.0028,CLU,0.3,28,GOVERNORS LN,Townhouse,FALSE,TRUE,,,28,N,,"28 Governors Lane,Princeton,NJ",2,Parcel,40.37115619,-74.65031737
2626,5601,14.0009,CLU,0.3,9,GOVERNORS LN,Townhouse,FALSE,TRUE,,,9,N,,"09 Governors Lane,Princeton,NJ",2,Parcel,40.37048186,-74.6494013
2629,5601,14.0024,CLU,0.3,24,GOVERNORS LN,Townhouse,FALSE,TRUE,,,24,N,,"24 Governors Lane,Princeton,NJ",0.965,range,40.36975,-74.648754
2630,5601,14.0023,CLU,0.3,23,GOVERNORS LN,Townhouse,FALSE,TRUE,,,23,N,,"23 Governors Lane,Princeton,NJ",2,Parcel,40.37069544,-74.65038324
2633,5601,14.0027,CLU,0.3,27,GOVERNORS LN,Townhouse,FALSE,TRUE,,,27,N,,"27 Governors Lane,Princeton,NJ",0.965,range,40.369656,-74.648973
2634,3501,5.0014,CLU,0.67,35,GRASMERE WAY,Pondview,FALSE,TRUE,yes,,35,N,,"35 Grasmere Way,Princeton,NJ",0.965,range,40.361121,-74.696945
2635,3501,5.0013,CLU,0.59,31,GRASMERE WAY,Pondview,FALSE,TRUE,yes,,31,N,,"31 Grasmere Way,Princeton,NJ",0.965,range,40.361071,-74.696822
2637,3501,5.0017,CLU,0.71,47,GRASMERE WAY,Pondview,FALSE,TRUE,yes,,47,N,,"47 Grasmere Way,Princeton,NJ",2,Parcel,40.3623366,-74.69567591
2638,3501,5.0018,CLU,0.69,51,GRASMERE WAY,Pondview,FALSE,TRUE,yes,,51,N,,"51 Grasmere Way,Princeton,NJ",0.965,range,40.3613,-74.697349
2639,3501,5.0012,CLU,0.6,27,GRASMERE WAY,Pondview,FALSE,TRUE,yes,,27,N,,"27 Grasmere Way,Princeton,NJ",2,Parcel,40.360338,-74.69614484
2640,3501,5.002,CLU,0.77,59,GRASMERE WAY,Pondview,FALSE,TRUE,yes,,59,N,,"59 Grasmere Way,Princeton,NJ",0.965,range,40.361372,-74.697569
2642,3501,5.0019,CLU,0.75,55,GRASMERE WAY,Pondview,FALSE,TRUE,yes,,55,N,,"55 Grasmere Way,Princeton,NJ",0.965,range,40.361336,-74.697429
2643,3503,3,CLU,0.65,44,GRASMERE WAY,Pondview,FALSE,TRUE,yes,,44,N,,"44 Grasmere Way,Princeton,NJ",0.965,range,40.361226,-74.697165
2644,3503,4,CLU,0.77,40,GRASMERE WAY,Pondview,FALSE,TRUE,yes,,40,N,,"40 Grasmere Way,Princeton,NJ",2,Parcel,40.36207619,-74.69671558
2646,3503,2,CLU,0.71,48,GRASMERE WAY,Pondview,FALSE,TRUE,yes,,48,N,,"48 Grasmere Way,Princeton,NJ",0.965,range,40.36127,-74.697243
2647,3503,5,CLU,1.12,36,GRASMERE WAY,Pondview,FALSE,TRUE,yes,,36,N,,"36 Grasmere Way,Princeton,NJ",0.965,range,40.36113,-74.696958
2649,1801,3,R1,11.78,906,GREAT RD,,FALSE,TRUE,yes,,906,Y,,"906 Great Road,Princeton,NJ",0.965,range,40.367425,-74.693649
2650,1801,2,R1,9.12,914,GREAT RD,,FALSE,TRUE,yes,,914,Y,,"914 Great Road,Princeton,NJ",0.965,range,40.367642,-74.694083
2653,1901,10,RA,4,1064,GREAT RD,,FALSE,FALSE,yes,,1064,Y,,"1064 Great Road,Princeton,NJ",0.965,range,40.373027,-74.69475
2654,1901,10,RA,11.11,1064,GREAT RD,,FALSE,FALSE,yes,,1064,Y,,"1064 Great Road,Princeton,NJ",0.965,range,40.373027,-74.69475
2655,1901,14,R1,1.37,940,GREAT RD,,FALSE,FALSE,yes,,940,Y,,"940 Great Road,Princeton,NJ",0.965,range,40.368416,-74.69502
2656,1901,15,R1,0.41,920,GREAT RD,,FALSE,FALSE,yes,,920,Y,,"920 Great Road,Princeton,NJ",0.965,range,40.367787,-74.694295
2657,1901,12,RA,1.62,1002,GREAT RD,,FALSE,FALSE,yes,,1002,Y,,"1002 Great Road,Princeton,NJ",0.965,range,40.370756,-74.694382
2659,1901,13,R1,9.01,970,GREAT RD,,FALSE,TRUE,yes,,970,Y,,"970 Great Road,Princeton,NJ",0.965,range,40.3697,-74.695019
2660,1901,9,RA,8.6,1092,GREAT RD,,FALSE,TRUE,yes,,1092,Y,,"1092 Great Road,Princeton,NJ",2,Parcel,40.37339708,-74.69640992
2661,2001,21,RA,4.02,1137,GREAT RD,,FALSE,TRUE,yes,,1137,Y,,"1137 Great Road,Princeton,NJ",3,StreetSegmentInterpolation,40.376923,-74.69689299
2662,2001,17,RA,2.49,1061,GREAT RD,,FALSE,FALSE,yes,,1061,Y,,"1061 Great Road,Princeton,NJ",0.965,range,40.373248,-74.694873
2663,2001,19,RA,2.19,1087,GREAT RD,,FALSE,FALSE,yes,,1087,Y,,"1087 Great Road,Princeton,NJ",0.965,range,40.374218,-74.695414
2664,2001,20,RA,1.47,1107,GREAT RD,,FALSE,FALSE,yes,,1107,Y,,"1107 Great Road,Princeton,NJ",0.965,range,40.375954,-74.696711
2665,2001,18,RB,2,1075,GREAT RD,,FALSE,FALSE,yes,,1075,Y,,"1075 Great Road,Princeton,NJ",0.965,range,40.37377,-74.695164
2666,202,1,R1,1.39,1280,GREAT RD,,FALSE,FALSE,,,1280,Y,,"1280 Great Road,Princeton,NJ",0.965,range,40.380501,-74.69782
2671,3501,12.05,E4,0,650,GREAT RD,,FALSE,FALSE,yes,,650,N,,"650 Great Road,Princeton,NJ",3,StreetSegmentInterpolation,40.36232024,-74.68700706
2672,3501,12.03,E4,2,650,GREAT RD,,FALSE,FALSE,yes,,650,N,,"650 Great Road,Princeton,NJ",3,StreetSegmentInterpolation,40.36232024,-74.68700706
2673,3501,10,R1,1.56,856,GREAT RD,,FALSE,FALSE,yes,,856,Y,,"856 Great Road,Princeton,NJ",0.965,range,40.366353,-74.691422
2675,3501,1,R1,3.62,590,GREAT RD,,FALSE,TRUE,,,590,Y,,"590 Great Road,Princeton,NJ",2,Parcel,40.36078394,-74.6868137
2676,3501,9,R1,11.34,884,GREAT RD,,FALSE,TRUE,yes,,884,Y,,"884 Great Road,Princeton,NJ",2,Parcel,40.366701,-74.69630156
2677,3501,2.01,R1,7.49,630,GREAT RD,,FALSE,FALSE,yes,,630,Y,,"630 Great Road,Princeton,NJ",2,Parcel,40.3606525,-74.68873488
2678,3501,12.01,E4,57.42,650,GREAT RD,,FALSE,FALSE,yes,,650,N,,"650 Great Road,Princeton,NJ",3,StreetSegmentInterpolation,40.36232024,-74.68700706
2679,3501,12.02,E4,15.76,650,GREAT RD,,FALSE,FALSE,yes,,650,N,,"650 Great Road,Princeton,NJ",3,StreetSegmentInterpolation,40.36232024,-74.68700706
2680,3501,2,R1,29.86,526,GREAT RD,,FALSE,TRUE,,,526,Y,,"526 Great Road,Princeton,NJ",2,Parcel,40.35904429,-74.68626571
2681,3601,1.0002,R1,37.21,930,GREAT RD,,FALSE,TRUE,yes,,930,Y,,"930 Great Road,Princeton,NJ",0.965,range,40.368031,-74.694789
2683,3601,2,RA,0.56,1005,GREAT RD,,FALSE,FALSE,yes,,1005,Y,,"1005 Great Road,Princeton,NJ",0.965,range,40.371131,-74.693645
2684,3602,9,R1,2,714,GREAT RD,,FALSE,TRUE,,,714,Y,,"714 Great Road,Princeton,NJ",2,Parcel,40.36561886,-74.68888047
2685,3602,7,R1,2.07,774,GREAT RD,,FALSE,FALSE,yes,,774,Y,,"774 Great Road,Princeton,NJ",2,Parcel,40.36667818,-74.68942223
2686,3602,4,R1,1.03,793,GREAT RD,,FALSE,FALSE,yes,,793,Y,,"793 Great Road,Princeton,NJ",2,Parcel,40.36612494,-74.69068673
2687,3602,1,R1,1.38,747,GREAT RD,,FALSE,FALSE,yes,,747,Y,,"747 Great Road,Princeton,NJ",0.965,range,40.364562,-74.688689
2688,3602,8,R1,2.05,754,GREAT RD,,FALSE,TRUE,yes,,754,Y,,"754 Great Road,Princeton,NJ",2,Parcel,40.36616625,-74.68911113
2689,3602,2,R1,1.03,771,GREAT RD,,FALSE,FALSE,yes,,771,Y,,"771 Great Road,Princeton,NJ",2,Parcel,40.36544898,-74.69022858
2690,3602,3,R1,1.03,783,GREAT RD,,FALSE,FALSE,yes,,783,Y,,"783 Great Road,Princeton,NJ",0.965,range,40.364688,-74.68926
2692,3701,5,RA,4.83,945,GREAT RD,,FALSE,TRUE,yes,,945,Y,,"945 Great Road,Princeton,NJ",0.965,range,40.368911,-74.69502
2693,3701,4,R1,2,933,GREAT RD,,FALSE,TRUE,yes,,933,Y,,"933 Great Road,Princeton,NJ",0.965,range,40.368361,-74.69502
2695,401,21,RA,2.01,1163,GREAT RD,,FALSE,FALSE,,,1163,Y,,"1163 Great Road,Princeton,NJ",0.965,range,40.377766,-74.697106
2696,401,1,RA,10.93,1267,GREAT RD,,FALSE,TRUE,,,1267,Y,,"1267 Great Road,Princeton,NJ",2,Parcel,40.3797214,-74.69662809
2697,401,23,RA,2.44,1209,GREAT RD,,FALSE,FALSE,,,1209,Y,,"1209 Great Road,Princeton,NJ",0.965,range,40.379125,-74.697587
2698,401,22,RA,2,1193,GREAT RD,,FALSE,FALSE,,,1193,Y,,"1193 Great Road,Princeton,NJ",0.965,range,40.378773,-74.697319
2699,5201,1,R1,7.67,549,GREAT RD,,FALSE,TRUE,,,549,Y,,"549 Great Road,Princeton,NJ",0.929,range,40.363489,-74.687693
2701,6601,9,R1,2.01,338,GREAT RD,,FALSE,TRUE,yes,,338,Y,,"338 Great Road,Princeton,NJ",2,Parcel,40.35467149,-74.6820208
2702,6601,8,R1,2.77,408,GREAT RD,,FALSE,TRUE,yes,,408,Y,,"408 Great Road,Princeton,NJ",2,Parcel,40.3552917,-74.68250708
2703,6601,7,R1,2.74,432,GREAT RD,,FALSE,TRUE,,,432,Y,,"432 Great Road,Princeton,NJ",2,Parcel,40.35601327,-74.68306404
2705,3602,9,R1,2,714,GREAT RD EAST,,FALSE,FALSE,yes,,714,Y,,"714 Great Road East,Princeton,NJ",2,Parcel,40.36561886,-74.68888047
2707,17.01,23,R-4,0.16,24-26,GREEN ST,,FALSE,FALSE,,yes,24,Y,,"24 Green Street,Princeton,NJ",3,StreetSegmentInterpolation,40.3523752,-74.66146009
2708,17.01,26,R-4,0.13,16-18,GREEN ST,,FALSE,FALSE,,yes,16,Y,,"16 Green Street,Princeton,NJ",3,StreetSegmentInterpolation,40.35241248,-74.66129069
2709,17.01,21,R-4,0.3,30,GREEN ST,,FALSE,FALSE,,yes,30,Y,,"30 Green Street,Princeton,NJ",1,range,40.352436,-74.66146
2710,17.01,22,R-4,0.09,28,GREEN ST,,FALSE,FALSE,,yes,28,Y,,"28 Green Street,Princeton,NJ",2,Parcel,40.35198433,-74.66251899
2711,17.01,25,R-4,0.11,20,GREEN ST,,FALSE,FALSE,,yes,20,Y,,"20 Green Street,Princeton,NJ",2,Parcel,40.35208074,-74.66208293
2712,17.01,27,R-4,0.08,14,GREEN ST,,FALSE,FALSE,,yes,14,Y,,"14 Green Street,Princeton,NJ",2,Parcel,40.35214628,-74.66178647
2713,17.01,28,R-4,0.11,12,GREEN ST,,FALSE,FALSE,,yes,12,Y,,"12 Green Street,Princeton,NJ",1,range,40.352521,-74.661166
2714,17.01,29,R-4,0.18,8,GREEN ST,,FALSE,FALSE,,yes,8,Y,,"8 Green Street,Princeton,NJ",1,range,40.35254,-74.661101
2715,17.01,24,R-4,0.07,22,GREEN ST,,FALSE,FALSE,,yes,22,Y,,"22 Green Street,Princeton,NJ",2,Parcel,40.35205407,-74.66220358
2717,17.02,57,R-4,0.13,11,GREEN ST,,FALSE,FALSE,,yes,11,Y,,"11 Green Street,Princeton,NJ",2,Parcel,40.35263719,-74.66169819
2718,17.02,58,R-4,0.19,13,GREEN ST,,FALSE,FALSE,,yes,13,Y,,"13 Green Street,Princeton,NJ",1,range,40.352513,-74.661195
2719,17.02,59,R-4,0.09,17,GREEN ST,,FALSE,FALSE,,yes,17,Y,,"17 Green Street,Princeton,NJ",2,Parcel,40.35254878,-74.66208007
2720,17.02,61,R-4,0.12,25,GREEN ST,,FALSE,FALSE,,yes,25,Y,,"25 Green Street,Princeton,NJ",2,Parcel,40.35245607,-74.66251744
2722,17.02,107,R-4,0.06,33,GREEN ST,,FALSE,FALSE,,yes,33,Y,,"33 Green Street,Princeton,NJ",2,Parcel,40.35233118,-74.6628887
2723,17.02,111,R-4,0.08,19,GREEN ST,,FALSE,FALSE,,yes,19,Y,,"19 Green Street,Princeton,NJ",1,range,40.352485,-74.661291
2724,17.02,56,R-4,0.03,7,GREEN ST,,FALSE,FALSE,,yes,7,Y,,"7 Green Street,Princeton,NJ",1,range,40.35254,-74.661099
2725,17.02,63,R-4,0.12,29,GREEN ST,,FALSE,FALSE,,yes,29,Y,,"29 Green Street,Princeton,NJ",1,range,40.352439,-74.66145
2726,18.01,4,R-1,0.86,5,GREENHOLM,,FALSE,FALSE,,yes,5,Y,,"5 Greenholm,Princeton,NJ",0.912,range,40.350185,-74.665651
2727,18.01,12,R-1,0.51,2,GREENHOLM,,FALSE,FALSE,,yes,2,Y,,"2 Greenholm,Princeton,NJ",2,Parcel,40.35023725,-74.66479731
2729,18.01,8,R-1,0.7,6,GREENHOLM,,FALSE,FALSE,,yes,6,Y,,"6 Greenholm,Princeton,NJ",0.912,range,40.350185,-74.66565
2730,18.01,5,R-1,0.76,7,GREENHOLM,,FALSE,FALSE,,yes,7,Y,,"7 Greenholm,Princeton,NJ",0.912,range,40.350198,-74.665617
2732,18.01,7,R-1,0.6,8,GREENHOLM,,FALSE,FALSE,,yes,8,Y,,"8 Greenholm,Princeton,NJ",0.912,range,40.350198,-74.665615
2733,18.01,7 C01,R-1,0,8,GREENHOLM UNIT 1,,FALSE,FALSE,,yes,8,Y,,"8 Greenholm Unit 1,Princeton,NJ",2,Parcel,40.35067283,-74.66342518
2734,18.01,7 C02,R-1,0.6,8,GREENHOLM UNIT 2,,FALSE,FALSE,,yes,8,Y,,"8 Greenholm Unit 2,Princeton,NJ",2,Parcel,40.35067283,-74.66342518
2735,18.01,7 C03,R-1,0.6,8,GREENHOLM UNIT 3,,FALSE,FALSE,,yes,8,Y,,"8 Greenholm Unit 3,Princeton,NJ",2,Parcel,40.35067283,-74.66342518
2736,18.01,7 C04,R-1,0.6,8,GREENHOLM UNIT 4,,FALSE,FALSE,,yes,8,Y,,"8 Greenholm Unit 4,Princeton,NJ",2,Parcel,40.35067283,-74.66342518
2737,10001,6,R3,5.49,46,GREENHOUSE DR,,FALSE,FALSE,yes,,46,Y,,"46 Greenhouse Drive,Princeton,NJ",2,Parcel,40.33681882,-74.67592811
2738,10001,2,R3,0.82,6,GREENHOUSE DR,,TRUE,FALSE,,,6,Y,,"06 Greenhouse Drive,Princeton,NJ",2,Parcel,40.3361189,-74.67324803
2739,10001,34.01,R3,1.57,96,GREENHOUSE DR,,FALSE,TRUE,yes,,96,Y,,"96 Greenhouse Drive,Princeton,NJ",3,StreetSegmentInterpolation,40.33695731,-74.67488565
2740,10001,31,R3,1.25,19,GREENHOUSE DR,,TRUE,TRUE,,,19,Y,,"19 Greenhouse Drive,Princeton,NJ",0.965,range,40.336854,-74.673484
2741,10001,33.01,R3,1,63,GREENHOUSE DR,,FALSE,TRUE,yes,,63,Y,,"63 Greenhouse Drive,Princeton,NJ",3,StreetSegmentInterpolation,40.33717813,-74.67462933
2742,10001,6,R3,5.49,46,GREENHOUSE DR,,FALSE,TRUE,yes,,46,Y,,"46 Greenhouse Drive,Princeton,NJ",2,Parcel,40.33681882,-74.67592811
2743,10001,1,R3,1.29,20,GREENHOUSE DR,,TRUE,TRUE,,,20,Y,,"20 Greenhouse Drive,Princeton,NJ",0.965,range,40.336672,-74.673186
2744,10001,32,R3,1.02,31,GREENHOUSE DR,,FALSE,TRUE,yes,,31,Y,,"31 Greenhouse Drive,Princeton,NJ",2,Parcel,40.33740176,-74.67371369
2745,10001,35,R3,0.65,76,GREENHOUSE DR,,FALSE,FALSE,yes,,76,Y,,"76 Greenhouse Drive,Princeton,NJ",0.965,range,40.337081,-74.674589
2747,10001,5,R3,2.13,34,GREENHOUSE DR,,FALSE,TRUE,,,34,Y,,"34 Greenhouse Drive,Princeton,NJ",0.965,range,40.336919,-74.673592
2751,8401,60,CLU,0.57,12,GREENLAND CT,Russell Estates,FALSE,TRUE,yes,,12,N,,"12 Greenland Court,Princeton,NJ",0.965,range,40.340082,-74.67882
2752,8401,58,CLU,0.69,18,GREENLAND CT,Russell Estates,FALSE,TRUE,yes,,18,N,,"18 Greenland Court,Princeton,NJ",0.965,range,40.34005,-74.678843
2753,8401,56,CLU,0.51,11,GREENLAND CT,Russell Estates,FALSE,TRUE,yes,,11,N,,"11 Greenland Court,Princeton,NJ",0.965,range,40.340083,-74.67882
2755,25.01,64,R-4,0.16,15,GREENVIEW AVE,,FALSE,FALSE,,yes,15,Y,,"15 Greenview Avenue,Princeton,NJ",2,Parcel,40.35350115,-74.65907308
2756,25.01,4,R-4,0.22,11,GREENVIEW AVE,,FALSE,FALSE,,yes,11,Y,,"11 Greenview Avenue,Princeton,NJ",2,Parcel,40.35335615,-74.65895342
2757,25.01,3,R-4,0.13,19,GREENVIEW AVE,,FALSE,FALSE,,yes,19,Y,,"19 Greenview Avenue,Princeton,NJ",2,Parcel,40.35371771,-74.65924747
2758,25.01,2,R-4,0.07,23,GREENVIEW AVE,,FALSE,FALSE,,yes,23,Y,,"23 Greenview Avenue,Princeton,NJ",2,Parcel,40.35385813,-74.659351
2759,25.01,77,R-4,0.07,21,GREENVIEW AVE,,FALSE,FALSE,,yes,21,Y,,"21 Greenview Avenue,Princeton,NJ",1,range,40.352895,-74.658934
2760,25.01,1,R-4,0.15,25,GREENVIEW AVE,,FALSE,FALSE,,yes,25,Y,,"25 Greenview Avenue,Princeton,NJ",2,Parcel,40.35394482,-74.65941388
