RowID,Block,Lot,Zone,AcreageInFractions,AddressNumber,StreetWithoutNumber,ClustrZone,HPC,Conforming,C1,Boro,CleanNumber,Residential,Fixups,FullAddress,geocode_score,geocode_precision,latitude,longitude
1466,6107,10,CLU,.62,328,"CHRISTOPHER DR","Ettl Farm",FALSE,TRUE,yes,,328,FALSE,,"328 Christopher Drive,Princeton,NJ",0.965,0.965,range,range
1469,8401,69,CLU,.58,55,"CLARKE CT","Russell Estates",FALSE,TRUE,,,55,FALSE,,"55 Clarke Court,Princeton,NJ",,,,
1471,8401,71,CLU,.58,52,"CLARKE CT","Russell Estates",FALSE,TRUE,,,52,FALSE,,"52 Clarke Court,Princeton,NJ",0.965,range,40.342095,-74.680208
1472,8401,68,CLU,.57,53,"CLARKE CT","Russell Estates",FALSE,TRUE,,,53,FALSE,,"53 Clarke Court,Princeton,NJ",0.965,range,40.342092,-74.680213
1473,8401,70,CLU,.56,54,"CLARKE CT","Russell Estates",FALSE,TRUE,,,54,FALSE,,"54 Clarke Court,Princeton,NJ",,,,
1474,8401,67,CLU,.58,51,"CLARKE CT","Russell Estates",FALSE,TRUE,,,51,FALSE,,"51 Clarke Court,Princeton,NJ",,,,
1475,15.02,"106.01 C01",R-4,0,90,"CLAY ST",,FALSE,FALSE,,yes,90,TRUE,,"90 Clay Street,Princeton,NJ",1.0,range,40.355508,-74.664341
1476,15.02,106.02,R-4,0,92,"CLAY ST",,FALSE,FALSE,,yes,92,TRUE,,"92 Clay Street,Princeton,NJ",1.0,range,40.355496,-74.664375
1477,15.02,"106.03 C03",R-4,0,94,"CLAY ST",,FALSE,FALSE,,yes,94,TRUE,,"94 Clay Street,Princeton,NJ",,,,
1478,15.02,"106.04 C04",R-4,0,96,"CLAY ST",,FALSE,FALSE,,yes,96,TRUE,,"96 Clay Street,Princeton,NJ",1.0,1.0,range,range
1480,15.02,105,R-4,1.04,16-82,"CLAY ST",,FALSE,FALSE,,yes,16,TRUE,,"16 Clay Street,Princeton,NJ",,,,
1481,15.03,52,R-4,.16,50,"CLAY ST",,FALSE,FALSE,,yes,50,TRUE,,"50 Clay Street,Princeton,NJ",,,,
1482,15.03,104,R-4,1.29,50,"CLAY ST",,FALSE,FALSE,,yes,50,TRUE,,"50 Clay Street,Princeton,NJ",,,,
1483,7307,14,R7,.24,78,"CLEARVIEW AVE",,FALSE,FALSE,,,78,TRUE,,"78 Clearview Avenue,Princeton,NJ",0.965,0.965,range,range
1484,7307,13,R7,.24,72,"CLEARVIEW AVE",,FALSE,FALSE,,,72,TRUE,,"72 Clearview Avenue,Princeton,NJ",,,,
1485,7307,15,R7,.24,84,"CLEARVIEW AVE",,FALSE,FALSE,,,84,TRUE,,"84 Clearview Avenue,Princeton,NJ",,,,
1486,7307,12,R7,.24,68,"CLEARVIEW AVE",,FALSE,FALSE,,,68,TRUE,,"68 Clearview Avenue,Princeton,NJ",,,,
1487,7307,16,R7,.24,90,"CLEARVIEW AVE",,FALSE,FALSE,,,90,TRUE,,"90 Clearview Avenue,Princeton,NJ",0.965,range,40.362494,-74.647511
1488,7307,10,R7,.26,56,"CLEARVIEW AVE",,FALSE,TRUE,,,56,TRUE,,"56 Clearview Avenue,Princeton,NJ",,,,
1489,7307,9,R7,.26,52,"CLEARVIEW AVE",,FALSE,TRUE,,,52,TRUE,,"52 Clearview Avenue,Princeton,NJ",0.965,range,40.361269,-74.649375
1490,7307,8,R7,.25,46,"CLEARVIEW AVE",,FALSE,TRUE,,,46,TRUE,,"46 Clearview Avenue,Princeton,NJ",,,,
1491,7307,6,R7,.23,34,"CLEARVIEW AVE",,FALSE,FALSE,,,34,TRUE,,"34 Clearview Avenue,Princeton,NJ",0.965,range,40.361044,-74.649993
1492,7307,11,R7,.24,62,"CLEARVIEW AVE",,FALSE,FALSE,,,62,TRUE,,"62 Clearview Avenue,Princeton,NJ",0.965,0.965,range,range
1493,7307,5,R7,.24,28,"CLEARVIEW AVE",,FALSE,FALSE,,,28,TRUE,,"28 Clearview Avenue,Princeton,NJ",,,,
1494,7307,4,R7,.24,22,"CLEARVIEW AVE",,FALSE,FALSE,,,22,TRUE,,"22 Clearview Avenue,Princeton,NJ",0.965,0.965,range,range
1495,7307,3,R7,.24,14,"CLEARVIEW AVE",,FALSE,FALSE,,,14,TRUE,,"14 Clearview Avenue,Princeton,NJ",0.965,range,40.360894,-74.650382
1496,7307,2,R7,.24,08,"CLEARVIEW AVE",,FALSE,FALSE,,,08,TRUE,,"08 Clearview Avenue,Princeton,NJ",,,,
1497,7307,7,R7,.23,40,"CLEARVIEW AVE",,FALSE,FALSE,,,40,TRUE,,"40 Clearview Avenue,Princeton,NJ",,,,
1498,7308,10,R7,.24,85,"CLEARVIEW AVE",,FALSE,FALSE,,,85,TRUE,,"85 Clearview Avenue,Princeton,NJ",0.965,range,40.362425,-74.647625
1499,7308,4,R7,.24,49,"CLEARVIEW AVE",,FALSE,FALSE,,,49,TRUE,,"49 Clearview Avenue,Princeton,NJ",0.965,0.965,range,range
1500,7308,1,R7,.36,29,"CLEARVIEW AVE",,FALSE,TRUE,,,29,TRUE,,"29 Clearview Avenue,Princeton,NJ",,,,
1501,7308,2,R7,.31,37,"CLEARVIEW AVE",,FALSE,TRUE,,,37,TRUE,,"37 Clearview Avenue,Princeton,NJ",0.965,range,40.361251,-74.649416
1502,7308,7,R7,.24,67,"CLEARVIEW AVE",,FALSE,FALSE,,,67,TRUE,,"67 Clearview Avenue,Princeton,NJ",,,,
1503,7308,3,R7,.26,43,"CLEARVIEW AVE",,FALSE,TRUE,,,43,TRUE,,"43 Clearview Avenue,Princeton,NJ",0.965,range,40.361419,-74.649223
1504,7308,5,R7,.26,55,"CLEARVIEW AVE",,FALSE,TRUE,,,55,TRUE,,"55 Clearview Avenue,Princeton,NJ",,,,
1505,7308,6,R7,.26,61,"CLEARVIEW AVE",,FALSE,TRUE,,,61,TRUE,,"61 Clearview Avenue,Princeton,NJ",0.965,range,40.361914,-74.648534
1506,7308,8,R7,.24,71,"CLEARVIEW AVE",,FALSE,FALSE,,,71,TRUE,,"71 Clearview Avenue,Princeton,NJ",,,,
1507,7308,9,R7,.24,77,"CLEARVIEW AVE",,FALSE,FALSE,,,77,TRUE,,"77 Clearview Avenue,Princeton,NJ",0.965,range,40.362259,-74.647899
1509,4.01,16,R-1,.62,145,"CLEVELAND LN",,FALSE,FALSE,,yes,145,TRUE,,"145 Cleveland Lane,Princeton,NJ",0.965,0.965,range,range
1510,4.01,18,R-1,.99,89,"CLEVELAND LN",,FALSE,FALSE,,yes,89,TRUE,,"89 Cleveland Lane,Princeton,NJ",0.965,0.965,range,range
1511,4.01,10,R-1,.34,77,"CLEVELAND LN",,FALSE,FALSE,,yes,77,TRUE,,"77 Cleveland Lane,Princeton,NJ",0.965,range,40.350918,-74.673795
1512,4.01,6,R-1,.38,81,"CLEVELAND LN",,FALSE,FALSE,,yes,81,TRUE,,"81 Cleveland Lane,Princeton,NJ",0.965,0.965,range,range
1513,4.01,5,R-1,1.05,75,"CLEVELAND LN",,FALSE,FALSE,,yes,75,TRUE,,"75 Cleveland Lane,Princeton,NJ",,,,
1514,4.01,15,R-1,.6,113,"CLEVELAND LN",,FALSE,FALSE,,yes,113,TRUE,,"113 Cleveland Lane,Princeton,NJ",0.965,range,40.350166,-74.674523
1515,5.01,11,R-1,1.73,58,"CLEVELAND LN",,FALSE,FALSE,,yes,58,TRUE,,"58 Cleveland Lane,Princeton,NJ",0.965,range,40.351672,-74.672067
1516,5.01,28,R-1,.76,64,"CLEVELAND LN",,FALSE,FALSE,,yes,64,TRUE,,"64 Cleveland Lane,Princeton,NJ",0.965,0.965,range,range
1517,5.02,7,R-1,.52,57,"CLEVELAND LN",,FALSE,FALSE,,yes,57,TRUE,,"57 Cleveland Lane,Princeton,NJ",0.965,0.965,range,range
1518,5.02,6,R-1,.47,61,"CLEVELAND LN",,FALSE,FALSE,,yes,61,TRUE,,"61 Cleveland Lane,Princeton,NJ",0.965,range,40.351512,-74.672802
1519,5.02,4,R-1,.39,71,"CLEVELAND LN",,FALSE,FALSE,,yes,71,TRUE,,"71 Cleveland Lane,Princeton,NJ",,,,
1520,5.02,21,R-1,.44,65,"CLEVELAND LN",,FALSE,FALSE,,yes,65,TRUE,,"65 Cleveland Lane,Princeton,NJ",,,,
1521,5.03,2.02,R-1,1.19,70,"CLEVELAND LN",,FALSE,FALSE,,yes,70,TRUE,,"70 Cleveland Lane,Princeton,NJ",,,,
1522,5.03,2.01,R-1,.5,76,"CLEVELAND LN",,FALSE,FALSE,,yes,76,TRUE,,"76 Cleveland Lane,Princeton,NJ",,,,
1523,6.01,5,R-1,.51,42,"CLEVELAND LN",,FALSE,FALSE,,yes,42,TRUE,,"42 Cleveland Lane,Princeton,NJ",0.965,range,40.37685,-74.596231
1524,6.01,7,R-1,.87,34,"CLEVELAND LN",,FALSE,FALSE,,yes,34,TRUE,,"34 Cleveland Lane,Princeton,NJ",,,,
1525,6.01,19,R-1,.26,48,"CLEVELAND LN",,FALSE,FALSE,,yes,48,TRUE,,"48 Cleveland Lane,Princeton,NJ",0.965,range,40.351691,-74.67114
1526,6.02,10,R-1,.45,51,"CLEVELAND LN",,FALSE,FALSE,,yes,51,TRUE,,"51 Cleveland Lane,Princeton,NJ",0.965,range,40.351672,-74.672067
1527,6.02,11,R-1,.45,45,"CLEVELAND LN",,FALSE,FALSE,,yes,45,TRUE,,"45 Cleveland Lane,Princeton,NJ",0.965,0.965,range,range
1528,6.02,14,R-1,.47,33,"CLEVELAND LN",,FALSE,FALSE,,yes,33,TRUE,,"33 Cleveland Lane,Princeton,NJ",0.965,range,40.35178,-74.66997
1529,6.02,13,R-1,.47,37,"CLEVELAND LN",,FALSE,FALSE,,yes,37,TRUE,,"37 Cleveland Lane,Princeton,NJ",0.965,range,40.35172,-74.670427
1530,6.02,12,R-1,.46,43,"CLEVELAND LN",,FALSE,FALSE,,yes,43,TRUE,,"43 Cleveland Lane,Princeton,NJ",,,,
1531,7.01,21,R-1,.34,12,"CLEVELAND LN",,FALSE,FALSE,,yes,12,TRUE,,"12 Cleveland Lane,Princeton,NJ",,,,
1532,7.01,25,R-1,.58,6,"CLEVELAND LN",,FALSE,FALSE,,yes,6,TRUE,,"6 Cleveland Lane,Princeton,NJ",,,,
1533,7.01,16,R-1,.4,2,"CLEVELAND LN",,FALSE,FALSE,,yes,2,TRUE,,"2 Cleveland Lane,Princeton,NJ",0.965,range,40.380767,-74.593398
1534,7.01,23,R-1,.3,20,"CLEVELAND LN",,FALSE,FALSE,,yes,20,TRUE,,"20 Cleveland Lane,Princeton,NJ",0.965,range,40.352062,-74.668531
1535,7.01,31,R-1,.49,10,"CLEVELAND LN",,FALSE,FALSE,,yes,10,TRUE,,"10 Cleveland Lane,Princeton,NJ",0.965,range,40.378864,-74.594068
1536,7.01,22,R-1,.3,18,"CLEVELAND LN",,FALSE,FALSE,,yes,18,TRUE,,"18 Cleveland Lane,Princeton,NJ",,,,
1537,7.02,4,R-1,.55,29,"CLEVELAND LN",,FALSE,FALSE,,yes,29,TRUE,,"29 Cleveland Lane,Princeton,NJ",0.965,range,40.351816,-74.669775
1538,7.02,7.01,R-1,.87,19,"CLEVELAND LN",,FALSE,FALSE,,yes,19,TRUE,,"19 Cleveland Lane,Princeton,NJ",0.965,0.965,range,range
1539,7.02,7.02,R01,.34,11,"CLEVELAND LN",,FALSE,FALSE,,yes,11,TRUE,,"11 Cleveland Lane,Princeton,NJ",0.965,range,40.380647,-74.593412
1540,7.02,5.01,R-1,.84,25,"CLEVELAND LN",,FALSE,FALSE,,yes,25,TRUE,,"25 Cleveland Lane,Princeton,NJ",0.965,0.965,range,range
1541,7.02,17,R-1,.11,5,"CLEVELAND LN",,FALSE,FALSE,,yes,5,TRUE,,"5 Cleveland Lane,Princeton,NJ",0.965,range,40.380719,-74.593403
1542,7.02,9,R-1,.38,1,"CLEVELAND LN",,FALSE,FALSE,,yes,1,TRUE,,"1 Cleveland Lane,Princeton,NJ",0.965,range,40.380767,-74.593398
1543,7.02,8,R-1,.55,7,"CLEVELAND LN",,FALSE,FALSE,,yes,7,TRUE,,"7 Cleveland Lane,Princeton,NJ",0.965,range,40.380695,-74.593406
1544,8.01,9,R-1,1.2,80,"CLEVELAND LN",,FALSE,FALSE,,yes,80,TRUE,,"80 Cleveland Lane,Princeton,NJ",0.965,range,40.350772,-74.673946
1545,8.01,6,R-1,1.45,150,"CLEVELAND LN",,FALSE,FALSE,,yes,150,TRUE,,"150 Cleveland Lane,Princeton,NJ",0.965,range,40.376507,-74.596814
1546,8.01,13,R-1,.62,158,"CLEVELAND LN",,FALSE,FALSE,,yes,158,TRUE,,"158 Cleveland Lane,Princeton,NJ",0.965,range,40.376475,-74.596841
1547,8.01,8,R-1,1.44,90,"CLEVELAND LN",,FALSE,FALSE,,yes,90,TRUE,,"90 Cleveland Lane,Princeton,NJ",,,,
1548,8.01,1,R-1,.74,164,"CLEVELAND LN",,FALSE,FALSE,,yes,164,TRUE,,"164 Cleveland Lane,Princeton,NJ",0.965,0.965,range,range
1549,5705,17,R5,.57,194,"CLOVER LN",,FALSE,TRUE,,,194,TRUE,,"194 Clover Lane,Princeton,NJ",0.965,range,40.364984,-74.640489
1550,5705,16,R5,.57,204,"CLOVER LN",,FALSE,TRUE,,,204,TRUE,,"204 Clover Lane,Princeton,NJ",0.965,0.965,range,range
1551,5705,15,R5,.57,214,"CLOVER LN",,FALSE,TRUE,,,214,TRUE,,"214 Clover Lane,Princeton,NJ",0.965,range,40.365487,-74.640276
1552,5705,21,R5,.75,152,"CLOVER LN",,FALSE,TRUE,,,152,TRUE,,"152 Clover Lane,Princeton,NJ",0.965,range,40.363929,-74.640936
1553,5705,19,R5,.57,174,"CLOVER LN",,FALSE,TRUE,,,174,TRUE,,"174 Clover Lane,Princeton,NJ",,,,
1554,5705,20,R5,.57,164,"CLOVER LN",,FALSE,TRUE,,,164,TRUE,,"164 Clover Lane,Princeton,NJ",,,,
1555,5705,13,R5,.62,234,"CLOVER LN",,FALSE,TRUE,,,234,TRUE,,"234 Clover Lane,Princeton,NJ",0.965,range,40.36599,-74.640063
1556,5705,14,R5,.57,224,"CLOVER LN",,FALSE,TRUE,,,224,TRUE,,"224 Clover Lane,Princeton,NJ",0.965,range,40.365738,-74.640169
1557,5705,18,R5,.57,184,"CLOVER LN",,FALSE,TRUE,,,184,TRUE,,"184 Clover Lane,Princeton,NJ",,,,
1558,5707,9,R5,.73,235,"CLOVER LN",,FALSE,TRUE,,,235,TRUE,,"235 Clover Lane,Princeton,NJ",,,,
1559,5707,8,R5,.63,225,"CLOVER LN",,FALSE,TRUE,,,225,TRUE,,"225 Clover Lane,Princeton,NJ",0.965,range,40.365686,-74.640191
1560,5707,7,R5,.57,215,"CLOVER LN",,FALSE,TRUE,,,215,TRUE,,"215 Clover Lane,Princeton,NJ",0.965,range,40.365428,-74.640301
1561,5707,6,R5,.57,205,"CLOVER LN",,FALSE,TRUE,,,205,TRUE,,"205 Clover Lane,Princeton,NJ",0.965,range,40.365169,-74.64041
1562,5707,1,R5,.75,151,"CLOVER LN",,FALSE,TRUE,,,151,TRUE,,"151 Clover Lane,Princeton,NJ",0.965,range,40.363824,-74.641157
1563,5707,2,R5,.57,165,"CLOVER LN",,FALSE,TRUE,,,165,TRUE,,"165 Clover Lane,Princeton,NJ",,,,
1564,5707,3,R5,.57,175,"CLOVER LN",,FALSE,TRUE,,,175,TRUE,,"175 Clover Lane,Princeton,NJ",0.965,range,40.364394,-74.640739
1565,5707,5,R5,.57,195,"CLOVER LN",,FALSE,TRUE,,,195,TRUE,,"195 Clover Lane,Princeton,NJ",0.965,range,40.364911,-74.64052
1566,5707,4,R5,.57,185,"CLOVER LN",,FALSE,TRUE,,,185,TRUE,,"185 Clover Lane,Princeton,NJ",0.965,range,40.364652,-74.640629
1567,7505,27,R5,.46,92,"CLOVER LN",,FALSE,FALSE,,,92,TRUE,,"92 Clover Lane,Princeton,NJ",,,,
1568,7505,26,R5,.46,100,"CLOVER LN",,FALSE,FALSE,,,100,TRUE,,"100 Clover Lane,Princeton,NJ",,,,
1569,7505,25,R5,.46,108,"CLOVER LN",,FALSE,FALSE,,,108,TRUE,,"108 Clover Lane,Princeton,NJ",0.965,range,40.362735,-74.641595
1570,7505,24,R5,.59,116,"CLOVER LN",,FALSE,TRUE,,,116,TRUE,,"116 Clover Lane,Princeton,NJ",0.965,0.965,range,range
1571,7505,22,R5,.69,136,"CLOVER LN",,FALSE,TRUE,,,136,TRUE,,"136 Clover Lane,Princeton,NJ",0.965,0.965,range,range
1572,7505,28,R5,.50,84,"CLOVER LN",,FALSE,TRUE,,,84,TRUE,,"84 Clover Lane,Princeton,NJ",0.965,range,40.362026,-74.641977
1573,7505,29,R5,.45,78,"CLOVER LN",,FALSE,FALSE,,,78,TRUE,,"78 Clover Lane,Princeton,NJ",0.965,0.965,range,range
1574,7505,37,R5,.38,16,"CLOVER LN",,FALSE,FALSE,,,16,TRUE,,"16 Clover Lane,Princeton,NJ",0.965,range,40.36086,-74.64004
1575,7505,30,R5,.35,72,"CLOVER LN",,FALSE,FALSE,,,72,TRUE,,"72 Clover Lane,Princeton,NJ",0.965,range,40.361606,-74.642079
1576,7505,36,R5,.41,24,"CLOVER LN",,FALSE,FALSE,,,24,TRUE,,"24 Clover Lane,Princeton,NJ",,,,
1577,7505,35,R5,.51,32,"CLOVER LN",,FALSE,TRUE,,,32,TRUE,,"32 Clover Lane,Princeton,NJ",0.965,range,40.360566,-74.640841
1578,7505,23,R5,.69,126,"CLOVER LN",,FALSE,TRUE,,,126,TRUE,,"126 Clover Lane,Princeton,NJ",0.965,range,40.363247,-74.641389
1579,7505,31,R5,.35,64,"CLOVER LN",,FALSE,FALSE,,,64,TRUE,,"64 Clover Lane,Princeton,NJ",,,,
1580,7505,32,R5,.35,56,"CLOVER LN",,FALSE,FALSE,,,56,TRUE,,"56 Clover Lane,Princeton,NJ",0.965,range,40.361101,-74.641595
1581,7505,33,R5,.35,48,"CLOVER LN",,FALSE,FALSE,,,48,TRUE,,"48 Clover Lane,Princeton,NJ",0.965,range,40.36085,-74.641437
1582,7505,34,R5,.37,40,"CLOVER LN",,FALSE,FALSE,,,40,TRUE,,"40 Clover Lane,Princeton,NJ",0.965,range,40.360623,-74.641215
1583,7506,1,R5,.35,35,"CLOVER LN",,FALSE,FALSE,,,35,TRUE,,"35 Clover Lane,Princeton,NJ",0.965,0.965,range,range
1584,7506,5,R5,.38,75,"CLOVER LN",,FALSE,FALSE,,,75,TRUE,,"75 Clover Lane,Princeton,NJ",0.965,0.965,range,range
1585,7506,4,R5,.36,59,"CLOVER LN",,FALSE,FALSE,,,59,TRUE,,"59 Clover Lane,Princeton,NJ",0.965,0.965,range,range
1586,7506,3,R5,.40,51,"CLOVER LN",,FALSE,FALSE,,,51,TRUE,,"51 Clover Lane,Princeton,NJ",0.965,range,40.360944,-74.641496
1587,7506,2,R5,.34,43,"CLOVER LN",,FALSE,FALSE,,,43,TRUE,,"43 Clover Lane,Princeton,NJ",0.965,range,40.3607,-74.64132
1588,7506,12,R5,.53,17,"CLOVER LN",,FALSE,TRUE,,,17,TRUE,,"17 Clover Lane,Princeton,NJ",,,,
1589,7506,6,R-5,,89,"CLOVER LN",,FALSE,FALSE,,,89,TRUE,,"89 Clover Lane,Princeton,NJ",,,,
1590,7507,13,R5,.67,135,"CLOVER LN",,FALSE,TRUE,,,135,TRUE,,"135 Clover Lane,Princeton,NJ",0.965,0.965,range,range
1591,7507,12,R5,.60,125,"CLOVER LN",,FALSE,TRUE,,,125,TRUE,,"125 Clover Lane,Princeton,NJ",0.965,range,40.36314,-74.641432
1594,42.01,"1.01 C12",E-2,.36,63-65,"COLLEGE RD",,FALSE,FALSE,,yes,63,FALSE,,"63 College Road,Princeton,NJ",,,,
1595,42.01,"1.01 C10",E-2,.26,71-73,"COLLEGE RD",,FALSE,FALSE,,yes,71,FALSE,,"71 College Road,Princeton,NJ",,,,
1596,42.01,"1.01 C11",E-2,.43,53-59,"COLLEGE RD",,FALSE,FALSE,,yes,53,FALSE,,"53 College Road,Princeton,NJ",,,,
1597,43.01,11,R-3,.19,16,"COLLEGE RD",,FALSE,FALSE,,yes,16,TRUE,,"16 College Road,Princeton,NJ",0.965,range,40.342168,-74.664817
1601,44.01,17.01,R-4,1.68,1-14,"COLLEGE RD",,FALSE,FALSE,,yes,1,TRUE,,"1 College Road,Princeton,NJ",,,,
1610,42.01,2,E-2,1.01,87,"COLLEGE RD WEST",,FALSE,FALSE,,yes,87,FALSE,,"87 College Road West,Princeton,NJ",0.965,range,40.341797,-74.666107
1611,42.01,1.02,E-4,.41,26,"COLLEGE RD WEST",,FALSE,FALSE,,yes,26,FALSE,,"26 College Road West,Princeton,NJ",,,,
1612,42.01,"1.01 C17",E-4,6.95,88,"COLLEGE RD WEST",,FALSE,FALSE,,yes,88,FALSE,,"88 College Road West,Princeton,NJ",,,,
1613,42.01,"1.01 C16",E-4,4.15,88,"COLLEGE RD WEST",,FALSE,FALSE,,yes,88,FALSE,,"88 College Road West,Princeton,NJ",,,,
1614,42.01,"1.01 C02",E-4,.88,26,"COLLEGE RD WEST",,FALSE,FALSE,,yes,26,FALSE,,"26 College Road West,Princeton,NJ",,,,
1616,43.01,10,R-3,.3,18,"COLLEGE RD WEST",,FALSE,FALSE,,yes,18,TRUE,,"18 College Road West,Princeton,NJ",0.965,range,40.342159,-74.664844
1617,43.01,1,R-3,.33,20,"COLLEGE RD WEST",,FALSE,FALSE,,yes,20,TRUE,,"20 College Road West,Princeton,NJ",0.965,range,40.34215,-74.664871
1618,3501,5.0003,CLU,.84,15,"CONISTON CT",Pondview,FALSE,TRUE,yes,,15,FALSE,,"15 Coniston Court,Princeton,NJ",0.965,0.965,range,range
1619,3501,5.0009,CLU,.88,14,"CONISTON CT",Pondview,FALSE,TRUE,yes,,14,FALSE,,"14 Coniston Court,Princeton,NJ",0.965,range,40.35885,-74.690276
1620,3501,5.0004,CLU,.71,19,"CONISTON CT",Pondview,FALSE,TRUE,yes,,19,FALSE,,"19 Coniston Court,Princeton,NJ",0.965,range,40.358982,-74.690181
1621,3501,5.0005,CLU,.73,23,"CONISTON CT",Pondview,FALSE,TRUE,yes,,23,FALSE,,"23 Coniston Court,Princeton,NJ",,,,
1622,3501,5.0006,CLU,1.01,26,"CONISTON CT",Pondview,FALSE,TRUE,yes,,26,FALSE,,"26 Coniston Court,Princeton,NJ",0.965,range,40.359131,-74.689959
1623,3501,5.0008,CLU,1.55,18,"CONISTON CT",Pondview,FALSE,TRUE,yes,,18,FALSE,,"18 Coniston Court,Princeton,NJ",0.965,0.965,range,range
1624,3501,5.0007,CLU,1.89,22,"CONISTON CT",Pondview,FALSE,TRUE,yes,,22,FALSE,,"22 Coniston Court,Princeton,NJ",0.965,range,40.359037,-74.69014
1625,3501,5.0002,CLU,.96,11,"CONISTON CT",Pondview,FALSE,TRUE,yes,,11,FALSE,,"11 Coniston Court,Princeton,NJ",0.965,range,40.358798,-74.690313
1626,8501,15,R2,1.58,213,"CONSTITUTION DR",,FALSE,TRUE,,,213,TRUE,,"213 Constitution Drive,Princeton,NJ",0.965,0.965,range,range
1627,8501,8,R2,3.29,144,"CONSTITUTION DR",,FALSE,TRUE,,,144,TRUE,,"144 Constitution Drive,Princeton,NJ",0.965,0.965,range,range
1628,8501,10,R2,1.51,145,"CONSTITUTION DR",,FALSE,TRUE,,,145,TRUE,,"145 Constitution Drive,Princeton,NJ",,,,
1629,8501,14,R2,1.25,189,"CONSTITUTION DR",,FALSE,FALSE,,,189,TRUE,,"189 Constitution Drive,Princeton,NJ",0.965,range,40.341112,-74.675839
1630,8501,11,CLU,,167,"CONSTITUTION DR",,FALSE,FALSE,,,167,FALSE,,"167 Constitution Drive,Princeton,NJ",,,,
1631,8502,3,R2,1.51,194,"CONSTITUTION DR",,FALSE,TRUE,,,194,TRUE,,"194 Constitution Drive,Princeton,NJ",,,,
1632,8502,1,R2,1.61,226,"CONSTITUTION DR",,FALSE,TRUE,,,226,TRUE,,"226 Constitution Drive,Princeton,NJ",0.965,range,40.340926,-74.676105
1633,8502,2,R2,1.57,210,"CONSTITUTION DR",,FALSE,TRUE,,,210,TRUE,,"210 Constitution Drive,Princeton,NJ",,,,
1635,8501,1.0013,CLU,.78,13,"CONSTITUTION HILL EAST",Condo's,FALSE,TRUE,,,13,FALSE,,"13 Constitution Hill East,Princeton,NJ",,,,
1636,8501,1.0002,CLU,.78,02,"CONSTITUTION HILL EAST",Condo's,TRUE,TRUE,,,02,FALSE,,"02 Constitution Hill East,Princeton,NJ",,,,
1637,8501,1.0001,CLU,.78,01,"CONSTITUTION HILL EAST",Condo's,TRUE,TRUE,,,01,FALSE,,"01 Constitution Hill East,Princeton,NJ",,,,
1638,8501,1.0003,CLU,.78,03,"CONSTITUTION HILL EAST",Condo's,TRUE,TRUE,,,03,FALSE,,"03 Constitution Hill East,Princeton,NJ",,,,
1639,8501,1.0004,CLU,.78,04,"CONSTITUTION HILL EAST",Condo's,TRUE,TRUE,,,04,FALSE,,"04 Constitution Hill East,Princeton,NJ",,,,
1640,8501,1.0005,CLU,.78,05,"CONSTITUTION HILL EAST",Condo's,TRUE,TRUE,,,05,FALSE,,"05 Constitution Hill East,Princeton,NJ",,,,
1641,8501,1.0006,CLU,.78,06,"CONSTITUTION HILL EAST",Condo's,TRUE,TRUE,,,06,FALSE,,"06 Constitution Hill East,Princeton,NJ",,,,
1642,8501,1.0007,CLU,.78,07,"CONSTITUTION HILL EAST",Condo's,TRUE,TRUE,,,07,FALSE,,"07 Constitution Hill East,Princeton,NJ",,,,
1643,8501,1.0008,CLU,.78,08,"CONSTITUTION HILL EAST",Condo's,TRUE,TRUE,,,08,FALSE,,"08 Constitution Hill East,Princeton,NJ",,,,
1644,8501,1.0010,CLU,.78,10,"CONSTITUTION HILL EAST",Condo's,FALSE,TRUE,,,10,FALSE,,"10 Constitution Hill East,Princeton,NJ",,,,
1645,8501,1.0012,CLU,.78,12,"CONSTITUTION HILL EAST",Condo's,FALSE,TRUE,,,12,FALSE,,"12 Constitution Hill East,Princeton,NJ",,,,
1646,8501,1.0014,CLU,.78,14,"CONSTITUTION HILL EAST",Condo's,FALSE,TRUE,,,14,FALSE,,"14 Constitution Hill East,Princeton,NJ",,,,
1647,8501,1.0015,CLU,.78,15,"CONSTITUTION HILL EAST",Condo's,FALSE,TRUE,,,15,FALSE,,"15 Constitution Hill East,Princeton,NJ",,,,
1648,8501,1.0016,CLU,.78,16,"CONSTITUTION HILL EAST",Condo's,FALSE,TRUE,,,16,FALSE,,"16 Constitution Hill East,Princeton,NJ",,,,
1649,8501,1.0011,CLU,.78,11,"CONSTITUTION HILL EAST",Condo's,FALSE,TRUE,,,11,FALSE,,"11 Constitution Hill East,Princeton,NJ",,,,
1650,8501,1.0056,CLU,.78,56,"CONSTITUTION HILL WEST",Condo's,FALSE,TRUE,,,56,FALSE,,"56 Constitution Hill West,Princeton,NJ",,,,
1651,8501,1.0031,CLU,.78,31,"CONSTITUTION HILL WEST",Condo's,FALSE,TRUE,,,31,FALSE,,"31 Constitution Hill West,Princeton,NJ",,,,
1652,8501,1.0033,CLU,.78,33,"CONSTITUTION HILL WEST",Condo's,FALSE,TRUE,,,33,FALSE,,"33 Constitution Hill West,Princeton,NJ",,,,
1653,8501,1.0060,CLU,.78,60,"CONSTITUTION HILL WEST",Condo's,FALSE,TRUE,yes,,60,FALSE,,"60 Constitution Hill West,Princeton,NJ",,,,
